order_id,merchant_id,timestamp,hour,is_rush,true_kpt,concurrent_orders,rush_multiplier
ORD_00000,M002,2026-01-13 22:25:00,22,False,14.459791313586155,1,1.0
ORD_00001,M001,2026-01-02 00:39:00,0,False,24.30864194632975,7,1.0
ORD_00002,M003,2026-01-26 03:37:00,3,False,10.442953739141299,2,1.0
ORD_00003,M003,2026-01-22 01:02:00,1,False,10.091031042024365,1,1.0
ORD_00004,M003,2026-01-22 12:43:00,12,True,18.20542683567163,3,1.4937527706900025
ORD_00005,M003,2026-01-06 04:23:00,4,False,12.751835550686556,2,1.0
ORD_00006,M002,2026-01-19 02:10:00,2,False,17.387123625354654,1,1.0
ORD_00007,M002,2026-01-29 02:50:00,2,False,14.787231542203648,3,1.0
ORD_00008,M003,2026-01-27 00:26:00,0,False,9.741774741175217,1,1.0
ORD_00009,M002,2026-01-12 01:27:00,1,False,16.971528860322366,2,1.0
ORD_00010,M002,2026-01-25 06:27:00,6,False,15.66330177456397,1,1.0
ORD_00011,M001,2026-01-27 15:18:00,15,False,20.83905496365723,6,1.0
ORD_00012,M002,2026-01-15 16:46:00,16,False,15.111781792275272,2,1.0
ORD_00013,M003,2026-01-16 02:15:00,2,False,14.320109173616611,1,1.0
ORD_00014,M002,2026-01-04 15:35:00,15,False,14.123587569388707,1,1.0
ORD_00015,M001,2026-01-16 02:00:00,2,False,21.925342094261577,1,1.0
ORD_00016,M001,2026-01-13 16:22:00,16,False,25.35405634870084,3,1.0
ORD_00017,M001,2026-01-19 02:51:00,2,False,17.862118112962428,4,1.0
ORD_00018,M001,2026-01-28 18:23:00,18,False,23.83086268902377,6,1.0
ORD_00019,M003,2026-01-30 14:34:00,14,False,11.633101042466308,1,1.0
ORD_00020,M002,2026-01-27 17:52:00,17,False,13.840900313061347,2,1.0
ORD_00021,M002,2026-01-30 07:04:00,7,False,16.006325321551007,3,1.0
ORD_00022,M003,2026-01-02 22:55:00,22,False,10.562872439960655,1,1.0
ORD_00023,M002,2026-01-05 22:30:00,22,False,14.66997076167122,1,1.0
ORD_00024,M002,2026-01-24 01:13:00,1,False,12.865012297665144,2,1.0
ORD_00025,M001,2026-01-16 08:28:00,8,False,21.846854692245465,3,1.0
ORD_00026,M003,2026-01-25 21:13:00,21,False,10.768308561128228,1,1.0
ORD_00027,M002,2026-01-19 04:16:00,4,False,16.006315913713006,3,1.0
ORD_00028,M002,2026-01-07 19:40:00,19,False,13.361432713970114,4,1.0
ORD_00029,M001,2026-01-10 00:01:00,0,False,20.16444070839955,6,1.0
ORD_00030,M001,2026-01-02 04:28:00,4,False,21.63824372455799,2,1.0
ORD_00031,M001,2026-01-28 12:52:00,12,True,30.674272609644262,1,1.5944725443483567
ORD_00032,M002,2026-01-15 18:18:00,18,False,14.229019141722082,1,1.0
ORD_00033,M002,2026-01-12 01:56:00,1,False,17.575637784162584,2,1.0
ORD_00034,M001,2026-01-04 23:59:00,23,False,24.331678940312607,7,1.0
ORD_00035,M002,2026-01-21 06:06:00,6,False,17.047525012067055,1,1.0
ORD_00036,M003,2026-01-25 01:01:00,1,False,11.295131539763064,1,1.0
ORD_00037,M001,2026-01-17 03:33:00,3,False,25.140817695904428,7,1.0
ORD_00038,M002,2026-01-08 19:10:00,19,False,12.534786460990796,1,1.0
ORD_00039,M003,2026-01-04 18:12:00,18,False,10.242865012106362,2,1.0
ORD_00040,M001,2026-01-30 12:44:00,12,True,35.457381109621736,1,1.4034492583081082
ORD_00041,M003,2026-01-29 11:06:00,11,False,14.274687236519375,1,1.0
ORD_00042,M002,2026-01-11 01:00:00,1,False,12.169968658489578,3,1.0
ORD_00043,M001,2026-01-11 06:28:00,6,False,19.1441691080463,3,1.0
ORD_00044,M001,2026-01-01 13:55:00,13,True,32.96645336664036,6,1.5049770180861017
ORD_00045,M001,2026-01-30 07:36:00,7,False,21.6044888045355,3,1.0
ORD_00046,M003,2026-01-22 04:49:00,4,False,12.227698924659315,2,1.0
ORD_00047,M003,2026-01-04 19:09:00,19,False,10.918931488385255,2,1.0
ORD_00048,M002,2026-01-16 16:32:00,16,False,17.862698912934004,3,1.0
ORD_00049,M002,2026-01-15 11:39:00,11,False,15.424046171415565,4,1.0
ORD_00050,M001,2026-01-15 19:08:00,19,True,43.29029078775472,8,1.7845628646499512
ORD_00051,M002,2026-01-15 17:17:00,17,False,13.274071797294713,4,1.0
ORD_00052,M002,2026-01-22 19:58:00,19,False,13.683084263289578,2,1.0
ORD_00053,M001,2026-01-26 03:12:00,3,False,21.420693041773816,4,1.0
ORD_00054,M002,2026-01-07 09:58:00,9,False,16.75745553149339,1,1.0
ORD_00055,M002,2026-01-29 19:21:00,19,False,13.069708487960801,1,1.0
ORD_00056,M001,2026-01-04 12:39:00,12,True,26.495911884371456,5,1.5038549250263449
ORD_00057,M001,2026-01-02 07:44:00,7,False,21.3665330172913,4,1.0
ORD_00058,M002,2026-01-29 20:31:00,20,True,16.549834001401244,5,1.308694953179951
ORD_00059,M002,2026-01-08 11:11:00,11,False,12.720286421282493,4,1.0
ORD_00060,M002,2026-01-29 01:56:00,1,False,13.961775747717786,2,1.0
ORD_00061,M002,2026-01-25 04:54:00,4,False,16.68412835095895,2,1.0
ORD_00062,M001,2026-01-27 15:56:00,15,False,18.06654873433624,3,1.0
ORD_00063,M002,2026-01-29 11:51:00,11,False,16.536853712579262,1,1.0
ORD_00064,M003,2026-01-21 00:07:00,0,False,9.981884850674978,2,1.0
ORD_00065,M001,2026-01-30 22:20:00,22,False,26.159333787259346,7,1.0
ORD_00066,M001,2026-01-22 07:09:00,7,False,17.94382735456733,4,1.0
ORD_00067,M002,2026-01-30 07:43:00,7,False,16.971657873450383,4,1.0
ORD_00068,M001,2026-01-06 02:28:00,2,False,22.814670679169808,7,1.0
ORD_00069,M003,2026-01-14 15:53:00,15,False,11.55722008166628,1,1.0
ORD_00070,M002,2026-01-10 11:06:00,11,False,15.225444477169985,4,1.0
ORD_00071,M002,2026-01-15 11:50:00,11,False,15.864645928111253,1,1.0
ORD_00072,M002,2026-01-23 23:35:00,23,False,17.840659773065333,2,1.0
ORD_00073,M001,2026-01-27 20:04:00,20,True,38.93265960436856,2,1.6864308838985709
ORD_00074,M002,2026-01-19 14:05:00,14,False,13.604643449804064,4,1.0
ORD_00075,M001,2026-01-19 12:58:00,12,True,37.83742933637952,2,1.7206224229085325
ORD_00076,M001,2026-01-19 17:30:00,17,False,18.96124946698406,7,1.0
ORD_00077,M002,2026-01-17 04:17:00,4,False,16.37215198942978,3,1.0
ORD_00078,M002,2026-01-05 08:07:00,8,False,15.151098211155128,1,1.0
ORD_00079,M003,2026-01-07 16:04:00,16,False,9.758509344757123,2,1.0
ORD_00080,M002,2026-01-19 18:05:00,18,False,13.088971908793992,3,1.0
ORD_00081,M001,2026-01-25 05:34:00,5,False,24.287953946910864,7,1.0
ORD_00082,M001,2026-01-19 12:39:00,12,True,42.56596866464411,3,1.7322385236072257
ORD_00083,M001,2026-01-30 23:57:00,23,False,24.0218648530244,7,1.0
ORD_00084,M002,2026-01-15 16:42:00,16,False,16.47708535405654,4,1.0
ORD_00085,M002,2026-01-25 20:47:00,20,True,25.08548161892612,1,1.657927979552123
ORD_00086,M001,2026-01-20 18:37:00,18,False,17.798355729904845,2,1.0
ORD_00087,M001,2026-01-27 12:57:00,12,True,45.24661300963366,10,1.5333430564815669
ORD_00088,M002,2026-01-12 05:10:00,5,False,12.077207184006939,1,1.0
ORD_00089,M001,2026-01-22 11:03:00,11,False,20.90276796174793,3,1.0
ORD_00090,M001,2026-01-11 17:33:00,17,False,19.419992179499836,1,1.0
ORD_00091,M002,2026-01-17 12:32:00,12,False,13.4600013046817,2,1.0
ORD_00092,M002,2026-01-16 17:49:00,17,False,14.065505430045455,3,1.0
ORD_00093,M002,2026-01-16 23:40:00,23,False,15.834469777324628,1,1.0
ORD_00094,M002,2026-01-02 00:12:00,0,False,17.452771777507184,4,1.0
ORD_00095,M002,2026-01-26 12:35:00,12,False,16.91666103637906,3,1.0
ORD_00096,M002,2026-01-17 03:22:00,3,False,16.18512692401581,3,1.0
ORD_00097,M002,2026-01-28 01:42:00,1,False,12.366093090699662,1,1.0
ORD_00098,M001,2026-01-26 12:10:00,12,True,35.05911069929593,9,1.3761216392589337
ORD_00099,M001,2026-01-04 09:34:00,9,False,18.732889301618087,7,1.0
ORD_00100,M001,2026-01-30 04:31:00,4,False,24.60424152311646,7,1.0
ORD_00101,M001,2026-01-09 23:53:00,23,False,25.795748870708902,4,1.0
ORD_00102,M001,2026-01-22 13:59:00,13,True,36.84188967156179,5,1.4747506335697076
ORD_00103,M002,2026-01-06 16:39:00,16,False,13.095114315591317,3,1.0
ORD_00104,M003,2026-01-28 20:59:00,20,False,13.161745187218013,2,1.0
ORD_00105,M002,2026-01-18 21:12:00,21,True,27.660445540159948,3,1.756860506109955
ORD_00106,M002,2026-01-21 06:45:00,6,False,16.892399771478512,2,1.0
ORD_00107,M003,2026-01-09 13:29:00,13,True,16.130726849276414,3,1.347789905823744
ORD_00108,M002,2026-01-04 01:16:00,1,False,15.755295689770046,4,1.0
ORD_00109,M001,2026-01-20 04:20:00,4,False,24.047025771822646,7,1.0
ORD_00110,M003,2026-01-02 16:13:00,16,False,14.1017065604413,2,1.0
ORD_00111,M001,2026-01-12 06:21:00,6,False,23.998274973552782,2,1.0
ORD_00112,M001,2026-01-09 01:59:00,1,False,24.159272465380763,5,1.0
ORD_00113,M001,2026-01-01 09:43:00,9,False,24.58791259221936,7,1.0
ORD_00114,M001,2026-01-14 10:16:00,10,False,18.842379602395706,5,1.0
ORD_00115,M003,2026-01-07 08:00:00,8,False,13.597514959763451,2,1.0
ORD_00116,M002,2026-01-08 09:21:00,9,False,12.678383031836594,1,1.0
ORD_00117,M002,2026-01-29 04:14:00,4,False,14.489242609392454,1,1.0
ORD_00118,M003,2026-01-11 18:37:00,18,False,11.274374889832515,1,1.0
ORD_00119,M002,2026-01-08 14:42:00,14,False,16.095475737991244,2,1.0
ORD_00120,M001,2026-01-23 00:16:00,0,False,19.608039250692652,4,1.0
ORD_00121,M002,2026-01-20 03:46:00,3,False,12.297747868700712,4,1.0
ORD_00122,M003,2026-01-23 12:47:00,12,True,25.38423459994905,5,1.456693477741586
ORD_00123,M002,2026-01-11 21:34:00,21,True,29.748406718768383,7,1.3532209943696394
ORD_00124,M002,2026-01-17 11:56:00,11,False,15.552054536004118,3,1.0
ORD_00125,M002,2026-01-22 02:44:00,2,False,16.37599871417195,3,1.0
ORD_00126,M002,2026-01-28 05:22:00,5,False,14.985995099311088,3,1.0
ORD_00127,M002,2026-01-26 15:01:00,15,False,12.11550661790831,3,1.0
ORD_00128,M003,2026-01-10 13:59:00,13,True,22.001358512267743,1,1.7732981336135423
ORD_00129,M001,2026-01-02 10:59:00,10,False,18.63433334681085,4,1.0
ORD_00130,M003,2026-01-01 22:38:00,22,False,12.413167789551398,2,1.0
ORD_00131,M001,2026-01-30 13:21:00,13,True,33.16286461247822,5,1.455438892969258
ORD_00132,M002,2026-01-07 00:38:00,0,False,13.456327520458503,1,1.0
ORD_00133,M003,2026-01-19 18:14:00,18,False,11.217273763000012,2,1.0
ORD_00134,M002,2026-01-13 04:25:00,4,False,14.330091861623178,3,1.0
ORD_00135,M002,2026-01-07 14:39:00,14,False,15.763115320831943,1,1.0
ORD_00136,M001,2026-01-04 03:07:00,3,False,24.096605023755213,3,1.0
ORD_00137,M002,2026-01-05 01:42:00,1,False,16.726756912086312,1,1.0
ORD_00138,M003,2026-01-19 16:48:00,16,False,10.663886038346277,2,1.0
ORD_00139,M003,2026-01-09 07:34:00,7,False,10.738546840731505,2,1.0
ORD_00140,M002,2026-01-24 22:26:00,22,False,15.947826288524329,3,1.0
ORD_00141,M002,2026-01-20 18:09:00,18,False,12.616344147357525,1,1.0
ORD_00142,M001,2026-01-30 00:01:00,0,False,25.775694198834202,5,1.0
ORD_00143,M002,2026-01-19 03:41:00,3,False,12.601135420094757,2,1.0
ORD_00144,M002,2026-01-03 12:07:00,12,False,17.989588174734394,2,1.0
ORD_00145,M002,2026-01-21 22:54:00,22,False,15.443098750922085,1,1.0
ORD_00146,M001,2026-01-05 07:00:00,7,False,18.924836362444786,4,1.0
ORD_00147,M002,2026-01-10 03:56:00,3,False,13.113728576231257,3,1.0
ORD_00148,M001,2026-01-14 01:41:00,1,False,21.02867606076461,4,1.0
ORD_00149,M001,2026-01-25 07:55:00,7,False,24.188079321514046,4,1.0
ORD_00150,M002,2026-01-06 06:58:00,6,False,14.708113788245084,2,1.0
ORD_00151,M002,2026-01-01 08:46:00,8,False,16.58417126963839,2,1.0
ORD_00152,M003,2026-01-04 00:19:00,0,False,10.829261303672245,1,1.0
ORD_00153,M002,2026-01-29 19:00:00,19,False,16.179247550178953,3,1.0
ORD_00154,M001,2026-01-30 22:05:00,22,False,23.088111900598754,6,1.0
ORD_00155,M002,2026-01-03 07:21:00,7,False,12.833341158418706,4,1.0
ORD_00156,M002,2026-01-16 21:09:00,21,True,23.448022345971335,2,1.336578577220177
ORD_00157,M001,2026-01-03 21:11:00,21,True,32.890584990836615,2,1.3695937737510766
ORD_00158,M002,2026-01-18 07:22:00,7,False,12.964531596781828,1,1.0
ORD_00159,M002,2026-01-14 12:43:00,12,False,15.433097549458706,4,1.0
ORD_00160,M003,2026-01-18 03:39:00,3,False,14.324060134583132,2,1.0
ORD_00161,M003,2026-01-23 06:02:00,6,False,11.446220007511492,2,1.0
ORD_00162,M002,2026-01-26 16:42:00,16,False,15.36260942054733,4,1.0
ORD_00163,M001,2026-01-02 14:23:00,14,False,20.735205701752662,2,1.0
ORD_00164,M002,2026-01-14 06:05:00,6,False,13.569087644645426,4,1.0
ORD_00165,M002,2026-01-18 08:40:00,8,False,12.742113420462767,2,1.0
ORD_00166,M002,2026-01-20 04:42:00,4,False,14.706857510228234,2,1.0
ORD_00167,M002,2026-01-09 15:53:00,15,False,12.401006968964877,1,1.0
ORD_00168,M002,2026-01-18 11:06:00,11,False,16.46749029067985,1,1.0
ORD_00169,M002,2026-01-04 23:41:00,23,False,16.75225706906309,3,1.0
ORD_00170,M002,2026-01-29 20:53:00,20,True,27.961572619478495,4,1.6729450470122385
ORD_00171,M002,2026-01-30 02:29:00,2,False,15.022119584517,4,1.0
ORD_00172,M001,2026-01-15 14:32:00,14,False,17.87578295552821,4,1.0
ORD_00173,M002,2026-01-28 04:20:00,4,False,12.783163860795254,2,1.0
ORD_00174,M001,2026-01-10 23:30:00,23,False,19.434352577156275,1,1.0
ORD_00175,M002,2026-01-15 21:05:00,21,True,25.98652359204653,5,1.7723969693726194
ORD_00176,M001,2026-01-07 06:40:00,6,False,22.02694467184177,1,1.0
ORD_00177,M003,2026-01-19 19:25:00,19,False,14.226173273725653,2,1.0
ORD_00178,M001,2026-01-30 09:37:00,9,False,18.93300885207102,6,1.0
ORD_00179,M003,2026-01-10 06:41:00,6,False,10.876153883269826,2,1.0
ORD_00180,M001,2026-01-23 03:00:00,3,False,24.202467125252294,7,1.0
ORD_00181,M003,2026-01-29 11:49:00,11,False,13.805065882208801,2,1.0
ORD_00182,M001,2026-01-28 20:02:00,20,True,37.33022451665069,4,1.4993625308826368
ORD_00183,M003,2026-01-25 11:48:00,11,False,12.281200270551174,2,1.0
ORD_00184,M003,2026-01-15 01:27:00,1,False,13.749419532456615,2,1.0
ORD_00185,M002,2026-01-23 08:19:00,8,False,15.680872287934488,4,1.0
ORD_00186,M002,2026-01-14 07:42:00,7,False,16.41838007426344,2,1.0
ORD_00187,M001,2026-01-05 03:57:00,3,False,22.460582302010877,3,1.0
ORD_00188,M001,2026-01-25 03:58:00,3,False,25.19450743733046,1,1.0
ORD_00189,M002,2026-01-19 01:02:00,1,False,15.168635451449667,2,1.0
ORD_00190,M002,2026-01-22 10:50:00,10,False,14.715057536692003,2,1.0
ORD_00191,M001,2026-01-20 01:35:00,1,False,25.429026744235234,3,1.0
ORD_00192,M002,2026-01-21 07:18:00,7,False,14.843789626618946,4,1.0
ORD_00193,M003,2026-01-28 07:58:00,7,False,12.926853965103899,1,1.0
ORD_00194,M001,2026-01-10 00:31:00,0,False,18.88343580526949,7,1.0
ORD_00195,M002,2026-01-26 06:11:00,6,False,16.767779715739636,1,1.0
ORD_00196,M002,2026-01-26 00:55:00,0,False,15.080678673898774,3,1.0
ORD_00197,M003,2026-01-08 08:28:00,8,False,9.640953905240483,2,1.0
ORD_00198,M003,2026-01-28 11:39:00,11,False,12.792429897952573,2,1.0
ORD_00199,M001,2026-01-02 00:55:00,0,False,18.216686130480046,3,1.0
ORD_00200,M001,2026-01-23 09:17:00,9,False,22.303437089012526,3,1.0
ORD_00201,M002,2026-01-12 20:57:00,20,True,27.378440875336302,5,1.776237765678652
ORD_00202,M002,2026-01-21 17:50:00,17,False,15.16922433456459,4,1.0
ORD_00203,M001,2026-01-19 00:30:00,0,False,23.634764792446894,1,1.0
ORD_00204,M003,2026-01-24 20:10:00,20,False,10.583393929557456,1,1.0
ORD_00205,M001,2026-01-16 07:09:00,7,False,23.620559340690342,3,1.0
ORD_00206,M002,2026-01-02 06:50:00,6,False,16.480516684375,1,1.0
ORD_00207,M001,2026-01-25 17:45:00,17,False,25.423624958232278,7,1.0
ORD_00208,M001,2026-01-19 17:25:00,17,False,23.815913251602765,3,1.0
ORD_00209,M001,2026-01-28 21:19:00,21,True,30.641780154779813,5,1.4936313996177235
ORD_00210,M002,2026-01-18 15:52:00,15,False,15.32435302439557,2,1.0
ORD_00211,M002,2026-01-21 21:06:00,21,True,21.90608075228167,2,1.3419544446684117
ORD_00212,M003,2026-01-06 02:03:00,2,False,10.884973090363083,1,1.0
ORD_00213,M002,2026-01-28 01:26:00,1,False,17.23161894700179,3,1.0
ORD_00214,M003,2026-01-14 07:37:00,7,False,14.244950543295037,2,1.0
ORD_00215,M002,2026-01-24 16:15:00,16,False,14.076415967035757,2,1.0
ORD_00216,M003,2026-01-04 07:48:00,7,False,12.798917676366608,2,1.0
ORD_00217,M001,2026-01-07 05:14:00,5,False,26.02083724800527,6,1.0
ORD_00218,M001,2026-01-20 07:18:00,7,False,25.362639340609885,5,1.0
ORD_00219,M002,2026-01-19 12:05:00,12,False,15.099755548206012,2,1.0
ORD_00220,M002,2026-01-26 14:39:00,14,False,13.894570118639965,2,1.0
ORD_00221,M003,2026-01-20 01:17:00,1,False,11.935650333695925,1,1.0
ORD_00222,M001,2026-01-04 14:54:00,14,False,24.36073491808709,7,1.0
ORD_00223,M002,2026-01-16 15:28:00,15,False,14.91720903076683,3,1.0
ORD_00224,M002,2026-01-24 22:28:00,22,False,16.990819035511635,3,1.0
ORD_00225,M002,2026-01-05 05:19:00,5,False,15.118297273432198,1,1.0
ORD_00226,M002,2026-01-23 06:05:00,6,False,14.031853224732078,2,1.0
ORD_00227,M002,2026-01-02 03:54:00,3,False,13.985404476868785,4,1.0
ORD_00228,M003,2026-01-14 12:51:00,12,True,25.434282379785344,4,1.5001003935244661
