predicted_kpt,true_kpt,rider_wait,eta_error,is_delayed
20.450387870062524,14.459791313586155,0.0,5.990596556476369,False
31.217246935122894,24.30864194632975,0.0,6.908604988793144,False
16.49558474619784,10.4429537391413,0.0,6.052631007056538,False
14.459908837881247,10.091031042024364,0.0,4.368877795856884,False
17.308647880269085,18.20542683567163,0.89677895,0.8967789554025458,False
15.091549718749379,12.751835550686556,0.0,2.339714168062823,False
17.44183859626296,17.387123625354654,0.0,0.05471497090830724,False
18.07363354903134,14.787231542203648,0.0,3.286402006827691,False
14.090541374737526,9.741774741175217,0.0,4.34876663356231,False
17.94569135918729,16.971528860322366,0.0,0.9741624988649242,False
17.882424269774443,15.66330177456397,0.0,2.2191224952104722,False
27.3584962891535,20.83905496365723,0.0,6.51944132549627,False
17.365248877105827,15.111781792275272,0.0,2.2534670848305556,False
14.40964363526068,14.320109173616611,0.0,0.0895344616440692,False
18.012078482276998,14.123587569388707,0.0,3.8884909128882903,False
25.585012935723665,21.925342094261577,0.0,3.6596708414620878,False
26.103799580819985,25.35405634870084,0.0,0.749743232119144,False
25.911505576640124,17.862118112962428,0.0,8.049387463677697,False
28.449090642353635,23.83086268902377,0.0,4.618227953329864,False
15.183019066468335,11.633101042466308,0.0,3.549918024002027,False
18.447395931180502,13.840900313061349,0.0,4.606495618119153,False
18.588704655551457,16.006325321551007,0.0,2.58237933400045,False
15.03271688400551,10.562872439960657,0.0,4.469844444044853,False
17.70767594724222,14.66997076167122,0.0,3.0377051855709993,False
18.811991360696556,12.865012297665144,0.0,5.946979063031412,False
26.646011098146523,21.846854692245465,0.0,4.7991564059010585,False
16.412607949366496,10.768308561128228,0.0,5.644299388238268,False
18.5641445956262,16.006315913713006,0.0,2.5578286819131932,False
20.72256643363997,13.361432713970114,0.0,7.361133719669855,False
28.53109555258923,20.16444070839955,0.0,8.366654844189679,False
25.02627884184907,21.63824372455799,0.0,3.3880351172910785,False
27.97624409152542,30.674272609644262,2.6980285333333334,2.698028518118843,False
17.020858380253323,14.229019141722082,0.0,2.7918392385312405,False
17.67482780986626,17.575637784162584,0.0,0.09919002570367752,False
29.71833388177506,24.331678940312607,0.0,5.386654941462453,False
17.482064571237416,17.047525012067055,0.0,0.4345395591703607,False
14.819065282620944,11.295131539763064,0.0,3.5239337428578796,False
28.899016034572934,25.140817695904428,0.0,3.7581983386685067,False
19.05333428726482,12.534786460990796,0.0,6.518547826274025,False
15.34163681296716,10.242865012106362,0.0,5.098771800860797,False
28.984849665521114,35.457381109621736,6.47253145,6.472531444100621,True
14.399806120301445,14.274687236519377,0.0,0.12511888378206848,False
19.014724124120157,12.169968658489578,0.0,6.844755465630579,False
27.921008292380467,19.1441691080463,0.0,8.776839184334168,False
30.49213708291105,32.96645336664036,2.474316283333333,2.4743162837293085,False
26.27674109402654,21.6044888045355,0.0,4.672252289491041,False
14.968221671080133,12.227698924659316,0.0,2.740522746420817,False
16.942999020214433,10.918931488385256,0.0,6.024067531829177,False
18.611850382471275,17.862698912934004,0.0,0.7491514695372707,False
19.577871622728754,15.424046171415563,0.0,4.153825451313191,False
32.999525078326464,43.29029078775472,10.2907657,10.290765709428257,True
18.90040920412014,13.274071797294711,0.0,5.62633740682543,False
20.256317628832008,13.683084263289578,0.0,6.57323336554243,False
27.26686152529521,21.420693041773816,0.0,5.846168483521392,False
